gate,cell_id,N,noise,seed,method,family,v_policy,v_behaviour_expected,v_optimal_same_start,nv,selected_unseen_rate,mean_behavior_prob,mean_logged_count,support_mask
gate2E_family,N100_noise0p05,100,0.05,1,Estimate-then-optimise structured learned-transition support top3,EtO,449.5634211878025,421.1367484506907,477.84490227066374,0.50128016558881,0.0,0.8250052083333332,12.50625,top3
gate2E_family,N100_noise0p05,100,0.05,1,Estimate-then-optimise structured empirical-transition,EtO,238.22001018793213,421.1367484506907,477.84490227066374,-3.2255809075261026,0.775,0.1904761904761905,0.96375,none
gate2E_family,N100_noise0p05,100,0.05,1,Estimate-then-optimise structured empirical-transition support top3,EtO,460.8490893705776,421.1367484506907,477.84490227066374,0.7002933131266903,0.0,0.811634852994228,9.26875,top3
gate2E_family,N100_noise0p05,100,0.05,1,Estimate-then-optimise unconstrained,EtO,434.5609046556822,421.1367484506907,477.84490227066374,0.23672356267509823,0.96625,0.02417695473251029,0.14875,none
gate2E_family,N100_noise0p05,100,0.05,1,Estimate-then-optimise unconstrained support top3,EtO,476.2457134972159,421.1367484506907,477.84490227066374,0.971799667848037,0.0,0.7374330131673882,6.54125,top3
gate2E_family,N100_noise0p05,100,0.05,1,Estimate-then-optimise unconstrained learned-transition,EtO,367.8173634643167,421.1367484506907,477.84490227066374,-0.9402419474921162,0.9725,0.02626262626262626,0.075,none
gate2E_family,N100_noise0p05,100,0.05,1,Estimate-then-optimise unconstrained learned-transition support top3,EtO,477.41953464260155,421.1367484506907,477.84490227066374,0.992499004121831,0.0,0.7530580131673882,6.76125,top3
gate2E_family,N100_noise0p05,100,0.05,1,Estimate-then-optimise unconstrained empirical-transition,EtO,446.61445631749734,421.1367484506907,477.84490227066374,0.4492776814369368,0.87625,0.07050123644664257,0.4875,none
gate2E_family,N100_noise0p05,100,0.05,1,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,476.5713067391173,421.1367484506907,477.84490227066374,0.9775412273940423,0.0,0.7446893262987012,6.39125,top3
gate2E_family,N100_noise0p05,100,0.05,2,Behaviour cloning,BC,454.04380585443937,428.2572553930546,483.61336583743207,0.4658302444731088,0.1875,0.7094816046852841,7.5775,none
gate2E_family,N100_noise0p05,100,0.05,2,Behaviour cloning support top3,BC,451.7940443686964,428.2572553930546,483.61336583743207,0.4251886338598856,0.0,0.8529982794450507,11.705,top3
gate2E_family,N100_noise0p05,100,0.05,2,Estimate-then-optimise structured,EtO,167.4350886362671,428.2572553930546,483.61336583743207,-4.711714111829894,0.93875,0.06587009803921569,0.20875,none
gate2E_family,N100_noise0p05,100,0.05,2,Estimate-then-optimise structured support top3,EtO,477.4453478049873,428.2572553930546,483.61336583743207,0.8885756607006833,0.0,0.7810040078385667,6.8625,top3
gate2E_family,N100_noise0p05,100,0.05,2,Estimate-then-optimise structured learned-transition,EtO,161.6791190535104,428.2572553930546,483.61336583743207,-4.815694856440563,0.94375,0.075043630017452,0.1225,none
gate2E_family,N100_noise0p05,100,0.05,2,Estimate-then-optimise structured learned-transition support top3,EtO,454.60266575048183,428.2572553930546,483.61336583743207,0.4759259663646245,0.0,0.8364042270158799,15.30625,top3
gate2E_family,N100_noise0p05,100,0.05,2,Estimate-then-optimise structured empirical-transition,EtO,246.62463441141483,428.2572553930546,483.61336583743207,-3.2811666051599957,0.77625,0.21561200237670824,1.14875,none
gate2E_family,N100_noise0p05,100,0.05,2,Estimate-then-optimise structured empirical-transition support top3,EtO,464.0680912294345,428.2572553930546,483.61336583743207,0.646917486595506,0.0,0.822611428195987,10.1825,top3
gate2E_family,N100_noise0p05,100,0.05,2,Estimate-then-optimise unconstrained,EtO,450.11313110479006,428.2572553930546,483.61336583743207,0.3948231827757573,0.94125,0.0327562165930746,0.20875,none
gate2E_family,N100_noise0p05,100,0.05,2,Estimate-then-optimise unconstrained support top3,EtO,480.5046542619955,428.2572553930546,483.61336583743207,0.9438415822484446,0.0,0.7628265374331551,6.33875,top3
gate2E_family,N100_noise0p05,100,0.05,2,Estimate-then-optimise unconstrained learned-transition,EtO,413.14389746462183,428.2572553930546,483.61336583743207,-0.2730205899061292,0.86625,0.12088815789473684,0.64,none
gate2E_family,N100_noise0p05,100,0.05,2,Estimate-then-optimise unconstrained learned-transition support top3,EtO,479.0178919706842,428.2572553930546,483.61336583743207,0.9169834399516663,0.0,0.7640116807212395,6.74125,top3
gate2E_family,N100_noise0p05,100,0.05,2,Estimate-then-optimise unconstrained empirical-transition,EtO,428.17842536259656,428.2572553930546,483.61336583743207,-0.0014240529153011878,0.6625,0.23453780826392293,1.8,none
gate2E_family,N100_noise0p05,100,0.05,2,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,482.59998661765303,428.2572553930546,483.61336583743207,0.9816934533217015,0.0,0.7766980652109328,7.06125,top3
gate2E_family,N100_noise0p05,100,0.05,3,Behaviour cloning,BC,446.7178541879652,427.8075954406258,483.28279877863395,0.34087768245066136,0.13125,0.8244837447320891,10.27125,none
gate2E_family,N100_noise0p05,100,0.05,3,Behaviour cloning support top3,BC,441.853934187917,427.8075954406258,483.28279877863395,0.25320031116799036,0.0,0.8995380713036962,15.155,top3
gate2E_family,N100_noise0p05,100,0.05,3,Estimate-then-optimise structured,EtO,175.7190236030157,427.8075954406258,483.28279877863395,-4.544166702763479,0.91875,0.1466275659824047,0.48125,none
gate2E_family,N100_noise0p05,100,0.05,3,Estimate-then-optimise structured support top3,EtO,465.7653350544294,427.8075954406258,483.28279877863395,0.6842289406769477,0.0,0.7861189461580086,7.03625,top3
gate2E_family,N100_noise0p05,100,0.05,3,Estimate-then-optimise structured learned-transition,EtO,156.83078603729936,427.8075954406258,483.28279877863395,-4.884647429812484,0.86375,0.23152649489547886,0.78625,none
gate2E_family,N100_noise0p05,100,0.05,3,Estimate-then-optimise structured learned-transition support top3,EtO,460.37899344266293,427.8075954406258,483.28279877863395,0.587134359897357,0.0,0.7718365688131315,13.0975,top3
gate2E_family,N100_noise0p05,100,0.05,3,Estimate-then-optimise structured empirical-transition,EtO,255.0236200904796,427.8075954406258,483.28279877863395,-3.1146163502525708,0.735,0.2811316287878788,1.5025,none
gate2E_family,N100_noise0p05,100,0.05,3,Estimate-then-optimise structured empirical-transition support top3,EtO,463.5384458084179,427.8075954406258,483.28279877863395,0.6440868751771042,0.0,0.7784961783008657,8.11125,top3
gate2E_family,N100_noise0p05,100,0.05,3,Estimate-then-optimise unconstrained,EtO,449.9732605577109,427.8075954406258,483.28279877863395,0.3995598714984531,0.93375,0.04061477644492912,0.27375,none
gate2E_family,N100_noise0p05,100,0.05,3,Estimate-then-optimise unconstrained support top3,EtO,475.482614601531,427.8075954406258,483.28279877863395,0.8593933197580774,0.0,0.7900848327020202,6.54375,top3
gate2E_family,N100_noise0p05,100,0.05,3,Estimate-then-optimise unconstrained learned-transition,EtO,429.9899004150424,427.8075954406258,483.28279877863395,0.039338386217711414,0.88375,0.12599681020733652,0.59,none
gate2E_family,N100_noise0p05,100,0.05,3,Estimate-then-optimise unconstrained learned-transition support top3,EtO,475.482614601531,427.8075954406258,483.28279877863395,0.8593933197580774,0.0,0.7900848327020202,6.54375,top3
gate2E_family,N100_noise0p05,100,0.05,3,Estimate-then-optimise unconstrained empirical-transition,EtO,414.66129470919446,427.8075954406258,483.28279877863395,-0.23697616124688087,0.82,0.15377619810439194,0.86625,none
gate2E_family,N100_noise0p05,100,0.05,3,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,475.482614601531,427.8075954406258,483.28279877863395,0.8593933197580774,0.0,0.7900848327020202,6.54375,top3
gate2E_family,N100_noise0p05,100,0.05,4,Behaviour cloning,BC,443.6724172075849,415.8730447844656,474.31553538531443,0.47567056327191365,0.09875,0.7942015730748125,10.27375,none
gate2E_family,N100_noise0p05,100,0.05,4,Behaviour cloning support top3,BC,438.1305978326061,415.8730447844656,474.31553538531443,0.38084538867714207,0.0,0.8452882988721805,11.4025,top3
gate2E_family,N100_noise0p05,100,0.05,4,Estimate-then-optimise structured,EtO,175.9703828482278,415.8730447844656,474.31553538531443,-4.104935629364731,0.91875,0.05673076923076923,0.31625,none
gate2E_family,N100_noise0p05,100,0.05,4,Estimate-then-optimise structured support top3,EtO,472.2605880131762,415.8730447844656,474.31553538531443,0.9648381280296016,0.0,0.7521934523809525,6.27125,top3
gate2E_family,N100_noise0p05,100,0.05,4,Estimate-then-optimise structured learned-transition,EtO,158.38472277569423,415.8730447844656,474.31553538531443,-4.405841013302599,0.92625,0.11838006230529595,0.24375,none
gate2E_family,N100_noise0p05,100,0.05,4,Estimate-then-optimise structured learned-transition support top3,EtO,447.82632609239477,415.8730447844656,474.31553538531443,0.5467474260493796,0.0,0.8109409461152882,11.5425,top3
gate2E_family,N100_noise0p05,100,0.05,4,Estimate-then-optimise structured empirical-transition,EtO,232.1225688839231,415.8730447844656,474.31553538531443,-3.1441246601812978,0.76875,0.17800224466891135,1.02125,none
gate2E_family,N100_noise0p05,100,0.05,4,Estimate-then-optimise structured empirical-transition support top3,EtO,461.11655311079545,415.8730447844656,474.31553538531443,0.7741543500487421,0.0,0.7480178571428573,7.06125,top3
gate2E_family,N100_noise0p05,100,0.05,4,Estimate-then-optimise unconstrained,EtO,443.69794395032164,415.8730447844656,474.31553538531443,0.47610734723636,0.9325,0.04195402298850575,0.235,none
gate2E_family,N100_noise0p05,100,0.05,4,Estimate-then-optimise unconstrained support top3,EtO,470.86610058935617,415.8730447844656,474.31553538531443,0.940977279364816,0.0,0.751782738095238,6.24875,top3
gate2E_family,N100_noise0p05,100,0.05,4,Estimate-then-optimise unconstrained learned-transition,EtO,416.22749115788304,415.8730447844656,474.31553538531443,0.006064874542021715,0.865,0.1072415699281371,0.48,none
gate2E_family,N100_noise0p05,100,0.05,4,Estimate-then-optimise unconstrained learned-transition support top3,EtO,470.86610058935617,415.8730447844656,474.31553538531443,0.940977279364816,0.0,0.751782738095238,6.24875,top3
gate2E_family,N100_noise0p05,100,0.05,4,Estimate-then-optimise unconstrained empirical-transition,EtO,416.1312585480529,415.8730447844656,474.31553538531443,0.00441825392676832,0.7775,0.13232323232323231,0.88,none
gate2E_family,N100_noise0p05,100,0.05,4,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,473.5777071672662,415.8730447844656,474.31553538531443,0.987375140750119,0.0,0.7646160714285715,6.77125,top3
gate2E_family,N100_noise0p05,100,0.05,5,Behaviour cloning,BC,431.3038978171735,413.08161086848617,472.4205638661845,0.30708811039173767,0.25625,0.6962585825836478,9.71875,none
gate2E_family,N100_noise0p05,100,0.05,5,Behaviour cloning support top3,BC,425.8639605262628,413.08161086848617,472.4205638661845,0.21541245694497596,0.0,0.8927610052236412,13.73875,top3
gate2E_family,N100_noise0p05,100,0.05,5,Estimate-then-optimise structured,EtO,162.65138003615434,413.08161086848617,472.4205638661845,-4.220334505093906,0.895,0.12076655052264806,0.40625,none
gate2E_family,N100_noise0p05,100,0.05,5,Estimate-then-optimise structured support top3,EtO,463.8564554207038,413.08161086848617,472.4205638661845,0.8556747631557824,0.0,0.7570898240497425,7.195,top3
gate2E_family,N100_noise0p05,100,0.05,5,Estimate-then-optimise structured learned-transition,EtO,155.0975105212555,413.08161086848617,472.4205638661845,-4.347634855593717,0.94125,0.10515873015873016,0.1625,none
gate2E_family,N100_noise0p05,100,0.05,5,Estimate-then-optimise structured learned-transition support top3,EtO,441.1865346017073,413.08161086848617,472.4205638661845,0.47363363041325107,0.0,0.8243175878318542,12.01625,top3
gate2E_family,N100_noise0p05,100,0.05,5,Estimate-then-optimise structured empirical-transition,EtO,253.27675374078353,413.08161086848617,472.4205638661845,-2.693085217292276,0.71,0.26651834013384645,1.74625,none
gate2E_family,N100_noise0p05,100,0.05,5,Estimate-then-optimise structured empirical-transition support top3,EtO,445.46794743809886,413.08161086848617,472.4205638661845,0.5457854399768209,0.0,0.8049971347342272,9.77125,top3
gate2E_family,N100_noise0p05,100,0.05,5,Estimate-then-optimise unconstrained,EtO,440.3940835365319,413.08161086848617,472.4205638661845,0.46027897844953813,0.94625,0.03160947553129265,0.18,none
gate2E_family,N100_noise0p05,100,0.05,5,Estimate-then-optimise unconstrained support top3,EtO,467.4593266034662,413.08161086848617,472.4205638661845,0.9163915604828625,0.0,0.7925266554852152,7.845,top3
gate2E_family,N100_noise0p05,100,0.05,5,Estimate-then-optimise unconstrained learned-transition,EtO,416.0390408837004,413.08161086848617,472.4205638661845,0.049839605618403074,0.9,0.10436507936507936,0.34375,none
gate2E_family,N100_noise0p05,100,0.05,5,Estimate-then-optimise unconstrained learned-transition support top3,EtO,465.487249092259,413.08161086848617,472.4205638661845,0.8831574467754013,0.0,0.7775266554852152,7.225,top3
gate2E_family,N100_noise0p05,100,0.05,5,Estimate-then-optimise unconstrained empirical-transition,EtO,411.2264355047646,413.08161086848617,472.4205638661845,-0.03126403938730651,0.7475,0.21102270745127888,1.7225,none
gate2E_family,N100_noise0p05,100,0.05,5,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,467.4593266034662,413.08161086848617,472.4205638661845,0.9163915604828625,0.0,0.7925266554852152,7.845,top3
gate2E_family,N100_noise0p05,100,0.05,6,Behaviour cloning,BC,432.9249551273848,413.54102946207837,472.2493846542733,0.33017320280646295,0.1825,0.7761683942991994,11.52,none
gate2E_family,N100_noise0p05,100,0.05,6,Behaviour cloning support top3,BC,427.59093233558286,413.54102946207837,472.2493846542733,0.23931692222527778,0.0,0.8912150645042093,13.27,top3
gate2E_family,N100_noise0p05,100,0.05,6,Estimate-then-optimise structured,EtO,168.09793934885553,413.54102946207837,472.2493846542733,-4.180718218211191,0.91125,0.054494828957836125,0.21625,none
gate2E_family,N100_noise0p05,100,0.05,6,Estimate-then-optimise structured support top3,EtO,465.26945679207995,413.54102946207837,472.2493846542733,0.8811084412202832,0.0,0.7096539345157765,5.88375,top3
gate2E_family,N100_noise0p05,100,0.05,6,Estimate-then-optimise structured learned-transition,EtO,157.7761930458191,413.54102946207837,472.2493846542733,-4.356532142298246,0.9425,0.04878917378917379,0.14625,none
gate2E_family,N100_noise0p05,100,0.05,6,Estimate-then-optimise structured learned-transition support top3,EtO,442.5624198624347,413.54102946207837,472.2493846542733,0.4943315190035272,0.0,0.7059393957650536,8.9625,top3
gate2E_family,N100_noise0p05,100,0.05,6,Estimate-then-optimise structured empirical-transition,EtO,241.04891702482485,413.54102946207837,472.2493846542733,-2.9381186352872954,0.74125,0.2054296398046398,1.19625,none
gate2E_family,N100_noise0p05,100,0.05,6,Estimate-then-optimise structured empirical-transition support top3,EtO,456.7151268604136,413.54102946207837,472.2493846542733,0.7353995399291152,0.0,0.781502459674828,9.46375,top3
gate2E_family,N100_noise0p05,100,0.05,6,Estimate-then-optimise unconstrained,EtO,444.4621853135447,413.54102946207837,472.2493846542733,0.5266908900826639,0.8725,0.09911561344267567,0.4725,none
gate2E_family,N100_noise0p05,100,0.05,6,Estimate-then-optimise unconstrained support top3,EtO,471.6565594743866,413.54102946207837,472.2493846542733,0.989902200837582,0.0,0.7228068649187072,5.99875,top3
gate2E_family,N100_noise0p05,100,0.05,6,Estimate-then-optimise unconstrained learned-transition,EtO,417.9497586573536,413.54102946207837,472.2493846542733,0.07509543029850273,0.585,0.3882386938303713,3.32,none
gate2E_family,N100_noise0p05,100,0.05,6,Estimate-then-optimise unconstrained learned-transition support top3,EtO,471.13856992188727,413.54102946207837,472.2493846542733,0.9810791031574719,0.0,0.7215217458710881,6.115,top3
gate2E_family,N100_noise0p05,100,0.05,6,Estimate-then-optimise unconstrained empirical-transition,EtO,402.62896550898455,413.54102946207837,472.2493846542733,-0.18586901161462865,0.7625,0.12833173537871526,0.78,none
gate2E_family,N100_noise0p05,100,0.05,6,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,468.53234974007086,413.54102946207837,472.2493846542733,0.9366864409327448,0.0,0.7354167550285973,6.52375,top3
gate2E_family,N100_noise0p05,100,0.05,7,Behaviour cloning,BC,441.3501542847803,422.9552853756405,480.1843549282328,0.3214252660920036,0.19625,0.7801727269427554,11.02875,none
gate2E_family,N100_noise0p05,100,0.05,7,Behaviour cloning support top3,BC,431.74605983269413,422.9552853756405,480.1843549282328,0.15360680377609623,0.0,0.9074709901703903,13.6575,top3
gate2E_family,N100_noise0p05,100,0.05,7,Estimate-then-optimise structured,EtO,175.0749749191987,422.9552853756405,480.1843549282328,-4.331370619762485,0.94,0.04185022026431718,0.14,none
gate2E_family,N100_noise0p05,100,0.05,7,Estimate-then-optimise structured support top3,EtO,470.92719173487524,422.9552853756405,480.1843549282328,0.8382436886406057,0.0,0.8050829036159918,7.62625,top3
gate2E_family,N100_noise0p05,100,0.05,7,Estimate-then-optimise structured learned-transition,EtO,161.20555589090142,422.9552853756405,480.1843549282328,-4.573719816363551,0.9475,0.06489675516224189,0.12875,none
gate2E_family,N100_noise0p05,100,0.05,7,Estimate-then-optimise structured learned-transition support top3,EtO,452.5323740315695,422.9552853756405,480.1843549282328,0.5168193173007689,0.0,0.8428539650010722,12.9675,top3
gate2E_family,N100_noise0p05,100,0.05,7,Estimate-then-optimise structured empirical-transition,EtO,235.0686675144803,422.9552853756405,480.1843549282328,-3.2830625996548237,0.8225,0.1599457030050763,0.92125,none
gate2E_family,N100_noise0p05,100,0.05,7,Estimate-then-optimise structured empirical-transition support top3,EtO,459.0173000850753,422.9552853756405,480.1843549282328,0.6301345625809027,0.0,0.8611922786159919,11.4075,top3
gate2E_family,N100_noise0p05,100,0.05,7,Estimate-then-optimise unconstrained,EtO,449.146028378848,422.9552853756405,480.1843549282328,0.4576475418517635,0.92625,0.03874458874458874,0.3075,none
gate2E_family,N100_noise0p05,100,0.05,7,Estimate-then-optimise unconstrained support top3,EtO,472.0213224271878,422.9552853756405,480.1843549282328,0.8573621314331635,0.0,0.8246106813937695,8.21,top3
gate2E_family,N100_noise0p05,100,0.05,7,Estimate-then-optimise unconstrained learned-transition,EtO,430.81003694197346,422.9552853756405,480.1843549282328,0.13725107935075886,0.87375,0.08496932515337421,0.62625,none
gate2E_family,N100_noise0p05,100,0.05,7,Estimate-then-optimise unconstrained learned-transition support top3,EtO,472.0213224271878,422.9552853756405,480.1843549282328,0.8573621314331635,0.0,0.8246106813937695,8.21,top3
gate2E_family,N100_noise0p05,100,0.05,7,Estimate-then-optimise unconstrained empirical-transition,EtO,411.328604237535,422.9552853756405,480.1843549282328,-0.2031604083204756,0.76375,0.21236428455679793,0.8225,none
gate2E_family,N100_noise0p05,100,0.05,7,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,472.0213224271878,422.9552853756405,480.1843549282328,0.8573621314331635,0.0,0.8246106813937695,8.21,top3
gate2E_family,N100_noise0p05,100,0.05,8,Behaviour cloning,BC,442.2914553970526,414.15142866616,472.41867197590335,0.482947624299004,0.1225,0.7965408198939378,10.2775,none
gate2E_family,N100_noise0p05,100,0.05,8,Behaviour cloning support top3,BC,441.3229302486193,414.15142866616,472.41867197590335,0.4663255036456432,0.0,0.8771922754790321,14.20375,top3
gate2E_family,N100_noise0p05,100,0.05,8,Estimate-then-optimise structured,EtO,177.19666566160967,414.15142866616,472.41867197590335,-4.06668909570546,0.9275,0.05202312138728324,0.32875,none
gate2E_family,N100_noise0p05,100,0.05,8,Estimate-then-optimise structured support top3,EtO,466.0065514891379,414.15142866616,472.41867197590335,0.8899532546498005,0.0,0.7955750739607437,7.13875,top3
gate2E_family,N100_noise0p05,100,0.05,8,Estimate-then-optimise structured learned-transition,EtO,157.09446167371848,414.15142866616,472.41867197590335,-4.411689182306944,0.93,0.11764705882352941,0.35125,none
gate2E_family,N100_noise0p05,100,0.05,8,Estimate-then-optimise structured learned-transition support top3,EtO,444.94475544945163,414.15142866616,472.41867197590335,0.5284843598932102,0.0,0.8784027475845412,16.58625,top3
gate2E_family,N100_noise0p05,100,0.05,8,Estimate-then-optimise structured empirical-transition,EtO,262.72426793815333,414.15142866616,472.41867197590335,-2.5988385948350703,0.775,0.23089301337332832,1.32125,none
gate2E_family,N100_noise0p05,100,0.05,8,Estimate-then-optimise structured empirical-transition support top3,EtO,451.0803086099475,414.15142866616,472.41867197590335,0.6337845733918964,0.0,0.8410023507591441,9.6375,top3
gate2E_family,N100_noise0p05,100,0.05,8,Estimate-then-optimise unconstrained,EtO,439.57254795711384,414.15142866616,472.41867197590335,0.43628491493612465,0.925,0.04343344588590724,0.38625,none
gate2E_family,N100_noise0p05,100,0.05,8,Estimate-then-optimise unconstrained support top3,EtO,469.7223113264219,414.15142866616,472.41867197590335,0.9537242454538678,0.0,0.796017782294077,6.97625,top3
gate2E_family,N100_noise0p05,100,0.05,8,Estimate-then-optimise unconstrained learned-transition,EtO,404.68848295519723,414.15142866616,472.41867197590335,-0.1624059278153693,0.85875,0.14459161147902871,0.98125,none
gate2E_family,N100_noise0p05,100,0.05,8,Estimate-then-optimise unconstrained learned-transition support top3,EtO,469.7223113264219,414.15142866616,472.41867197590335,0.9537242454538678,0.0,0.796017782294077,6.97625,top3
gate2E_family,N100_noise0p05,100,0.05,8,Estimate-then-optimise unconstrained empirical-transition,EtO,417.30069896569034,414.15142866616,472.41867197590335,0.05404872653386288,0.74875,0.17430068882899075,1.31125,none
gate2E_family,N100_noise0p05,100,0.05,8,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,468.0301960442167,414.15142866616,472.41867197590335,0.9246836527282081,0.0,0.8052625739607437,7.2475,top3
gate2E_family,N100_noise0p05,100,0.05,9,Behaviour cloning,BC,447.823277374186,420.68245839622364,477.90153050673655,0.47433168656671965,0.245,0.7435637090182544,8.88875,none
gate2E_family,N100_noise0p05,100,0.05,9,Behaviour cloning support top3,BC,445.17050966908783,420.68245839622364,477.90153050673655,0.427970087064117,0.0,0.8922557852686529,14.05375,top3
gate2E_family,N100_noise0p05,100,0.05,9,Estimate-then-optimise structured,EtO,164.88521349924815,420.68245839622364,477.90153050673655,-4.470489217352716,0.8825,0.1723618090452261,0.58125,none
gate2E_family,N100_noise0p05,100,0.05,9,Estimate-then-optimise structured support top3,EtO,472.0545942840218,420.68245839622364,477.90153050673655,0.8978149066901682,0.0,0.7769478264790766,7.6925,top3
gate2E_family,N100_noise0p05,100,0.05,9,Estimate-then-optimise structured learned-transition,EtO,157.16436119298427,420.68245839622364,477.90153050673655,-4.605424161620107,0.91625,0.11102941176470588,0.2375,none
gate2E_family,N100_noise0p05,100,0.05,9,Estimate-then-optimise structured learned-transition support top3,EtO,448.4142757955935,420.68245839622364,477.90153050673655,0.4846603829193283,0.0,0.8517831200662083,14.6475,top3
gate2E_family,N100_noise0p05,100,0.05,9,Estimate-then-optimise structured empirical-transition,EtO,237.62103199206453,420.68245839622364,477.90153050673655,-3.1993078470513168,0.78125,0.20195035460992908,1.065,none
gate2E_family,N100_noise0p05,100,0.05,9,Estimate-then-optimise structured empirical-transition support top3,EtO,460.1416872012662,420.68245839622364,477.90153050673655,0.6896167195586645,0.0,0.7850187139249638,9.565,top3
gate2E_family,N100_noise0p05,100,0.05,9,Estimate-then-optimise unconstrained,EtO,445.0565228978162,420.68245839622364,477.90153050673655,0.4259779755693432,0.9275,0.03345609614266331,0.26375,none
gate2E_family,N100_noise0p05,100,0.05,9,Estimate-then-optimise unconstrained support top3,EtO,477.14829140582856,420.68245839622364,477.90153050673655,0.9868358735448701,0.0,0.7851669823232322,7.41625,top3
gate2E_family,N100_noise0p05,100,0.05,9,Estimate-then-optimise unconstrained learned-transition,EtO,409.5485443716828,420.68245839622364,477.90153050673655,-0.19458396674166267,0.89125,0.10486322188449847,0.48,none
gate2E_family,N100_noise0p05,100,0.05,9,Estimate-then-optimise unconstrained learned-transition support top3,EtO,477.14829140582856,420.68245839622364,477.90153050673655,0.9868358735448701,0.0,0.7851669823232322,7.41625,top3
